site,river_id,month_day,horizon_days,first_year,last_year,median_m3s
manduriacu,670078161,12-14,7,1940,2023,538.383
minas_san_francisco,670027091,12-14,7,1940,2023,128.944
agoyan,621014469,12-15,7,1940,2023,310.761
manduriacu,670078161,12-15,7,1940,2023,545.324
minas_san_francisco,670027091,12-15,7,1940,2023,124.342
agoyan,621014469,12-16,7,1940,2023,299.132
manduriacu,670078161,12-16,7,1940,2023,536.407
minas_san_francisco,670027091,12-16,7,1940,2023,127.276
agoyan,621014469,12-17,7,1940,2023,302.732
manduriacu,670078161,12-17,7,1940,2023,528.858
minas_san_francisco,670027091,12-17,7,1940,2023,123.701
agoyan,621014469,12-18,7,1940,2023,302.436
manduriacu,670078161,12-18,7,1940,2023,540.072
minas_san_francisco,670027091,12-18,7,1940,2023,128.211
agoyan,621014469,12-19,7,1940,2023,299.808
manduriacu,670078161,12-19,7,1940,2023,536.114
minas_san_francisco,670027091,12-19,7,1940,2023,119.785
agoyan,621014469,12-20,7,1940,2023,298.95
manduriacu,670078161,12-20,7,1940,2023,537.629
minas_san_francisco,670027091,12-20,7,1940,2023,125.396
agoyan,621014469,12-21,7,1940,2023,298.676
manduriacu,670078161,12-21,7,1940,2023,518.18
minas_san_francisco,670027091,12-21,7,1940,2023,126.853
agoyan,621014469,12-22,7,1940,2023,303.259
manduriacu,670078161,12-22,7,1940,2023,526.987
minas_san_francisco,670027091,12-22,7,1940,2023,132.578
agoyan,621014469,12-23,7,1940,2023,307.823
manduriacu,670078161,12-23,7,1940,2023,540.54
minas_san_francisco,670027091,12-23,7,1940,2023,143.113
agoyan,621014469,12-24,7,1940,2023,305.216
manduriacu,670078161,12-24,7,1940,2023,528.229
minas_san_francisco,670027091,12-24,7,1940,2023,150.656
agoyan,621014469,12-25,7,1940,2023,310.911
manduriacu,670078161,12-25,7,1940,2023,535.254
minas_san_francisco,670027091,12-25,7,1940,2023,150.514
agoyan,621014469,12-26,7,1940,2023,314.683
manduriacu,670078161,12-26,7,1940,2023,532.425
minas_san_francisco,670027091,12-26,7,1940,2023,147.639
agoyan,621014469,12-27,7,1940,2023,312.107
manduriacu,670078161,12-27,7,1940,2023,538.799
minas_san_francisco,670027091,12-27,7,1940,2023,142.165
agoyan,621014469,12-28,7,1940,2023,307.889
manduriacu,670078161,12-28,7,1940,2023,537.38
minas_san_francisco,670027091,12-28,7,1940,2023,145.431
agoyan,621014469,12-29,7,1940,2023,298.876
manduriacu,670078161,12-29,7,1940,2023,522.761
minas_san_francisco,670027091,12-29,7,1940,2023,146.013
agoyan,621014469,12-30,7,1940,2023,292.499
manduriacu,670078161,12-30,7,1940,2023,499.921
minas_san_francisco,670027091,12-30,7,1940,2023,144.739
agoyan,621014469,12-31,7,1940,2023,292.865
manduriacu,670078161,12-31,7,1940,2023,511.077
minas_san_francisco,670027091,12-31,7,1940,2023,151.077
